track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
3UhwS81S9L7i2byZCrhSAv,Funky Child,Lords Of The Underground,"The year is 1971 Now comes the first of the children of LOTUG Lords of the Underground, witness the birth of the funky child Doitall, hit 'em! Born with the fuckers from the womb of Brenda She now likes the Lords but she used to dig the Spinners First with the style from the birth canal And now I got the flav to make the crowd go wild So dig it, wahh! Ooh, watch me dig it I'm taking no shorts unless it's coming from a midget I tax the peace more than chicken packs grease I'm nearly knockin' boots, but if not, I'll knock teeth Wahh! Ga ga, ooh, cries the baby Smacked on the ass, now the Doitall's crazy No rattles, or playpens, or crowds when I'm rappin' And yes, I do reruns, as if this was What's Happening Now January 14 has birthed the funk one The B-Day for Dupree, and yes, I'm funky I got you bobbin' to the funky style K-Def, let 'em know here comes the funky child Yeah... (laughs) born in the underground of Newark Now witness the birth of Mr. Funkee The fifth of the terror, it's the return of Funky Kreuger A.K. Anger, we told 'em Mr. Funkee Wallbanger Conceived in the fire by a war through disasters The funky child was taught to the ways of the masters Mr. Funkee, yes, girl, the black mack is back Here to kick my funky style, funky this and funky that You can work day and night, you could practice all your life But I still take the show and then I go home with the wife Oh my God, funky with the style, Lord have mercy I hurdle over rappers just like Jackie Joyner-Kersee Watch me flip the script, let me show you what the funk do Make you call me uncle (What?) Uncle (What?!) Uncle (Who?!) When I was young I used to sing with my sister (Heyy) Now I kick the ill styles, you have to call me mister Cooling in the House of Hits, time to buckwild Raised in the ways of the funky child Back up baby, here comes the stroller We're hit when we dry crawl and hit rock 'n' rolla I'm caught in the swinging hypnotized by the Pendulum Distributed by Elektra, so this is how I'm killing them K is on the M.P., Jazz is on the Technic Marley's on the mix, and now the Lords have a hit like POW! Now it's time to get buckwild And watch my funky brothers freak the underground In a second, or minute, in no times flat... Bring it back! And go grab the album to bring the Lords money Take it home to mom to say, ""Ain't they funky?"" We gone psycho and everbody thought we was DAS It didn't affect me, I said, ""So what?"" I kept on writing rhymes I keep my funky style perfected so no one can stop my flow I fear no man, cause if it's on fool, then it's on (And it's on!) Don't worry not for other crews selling out As long as Lords of the Underground stay underground The brothers of LOTUG will keep the lyrical fitness Don't worry about me selling out, mind your business You might say, ""Damn, Mr. Funkee's going out!"" But if you listen to the words then you'll know what I'm about Any props you receive are the props that you earn I'm off 'til the funky child returns",50,15nPVESpZNf0QBRwu2sMbI,Here Come The Lords,1993-01-01,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,0.857,0.635,10,-9.532,0,0.198,0.0355,0.00345,0.13,0.53,96.589,271067,en
3UI9I3e1g1y5T3SMfdgfGO,Colgando en tus manos (con Marta Sánchez),Carlos Baute,"NA Quizá no fue coincidencia encontrarme contigo Tal vez esto lo hizo el destino Quiero venirme de nuevo en tu pecho Y después me despierten tus besos Tu sexto sentido sueña conmigo Sé que pronto estaremos unidos Esa sonrisa traviesa que vive conmigo Sé que pronto estaré en tu camino Sabes que estoy colgando en tus manos Hmm, así que no me dejes caer Sabes que estoy colgando en tus manos Te envío poemas de mi puño y letra Te envío canciones de cuatro cuarenta Te envío las fotos cenando en Marbella Y cuando estuvimos por Venezuela Y así me recuerdes y tengas presente Que mi corazón está colgando en tus manos Cuidado, cuidado que mi corazón esta colgando en tus manos No perderé la esperanza de hablar contigo Hmm, no me importa qué dice el destino Quiero tener tu fragancia conmigo Y beberme de ti lo prohibido Sabes que estoy colgando en tus manos Hmm, así que no me dejes caer Sabes que estoy colgando en tus manos Te envío poemas de mi puño y letra Te envío canciones de cuatro cuarenta Te envío las fotos cenando en Marbella Y cuando estuvimos por Venezuela Y así-así me recuerdes y tengas presente Que mi corazón está colgando en tus manos (Cuidado), cuidado (mucho cuidado), cuidado Marta, yo te digo, me tienes en tus manos (Cuidado, mucho cuidado) No importa qué diga el destino, quédate conmigo (Cuidado, mucho cuidado) Lo quiero todo de ti: tu' labio', tu cariño no prohibido; ay Te envío poemas de mi puño y letra Te envío canciones de cuatro cuarenta Te envío las fotos cenando en Marbella Y cuando estuvimos por Venezuela Y así-así me recuerdes y tengas presente Que mi corazón está colgando en tus manos Cuidado, cuidado que mi corazón esta colgando en tus manos Que mi corazón está colgando en tus manos Que mi corazón está colgando en tus manos",74,1cz8fhax6HNiCSE1uuV2Vs,De mi puño y letra - Edicion Coleccionista,2009,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025,230280,es
3UIGE2FXaUUcYWA31Og0XO,Summer Fade (feat. Anna of the North),Snakehips,"Watch the summer fade away Watch the summer fade away If you find somebody (Na-na-na-na-na) Baby, I don't wanna know (Na-na-na-na-na) If you love somebody (Na-na-na-na-na) Never let, never let them go (Na-na-na-na-na) What you gonna do, where you gonna go When nothing gets you in the mood? I know I should be smiling while the sun is shining Everybody's feeling good I need some time and you need some time And time's all we got to lose I don't think I can take it If you find somebody (Na-na-na-na-na) Baby, I don't wanna know (Na-na-na-na-na) If you love somebody (Na-na-na-na-na) Never let, never let them go (Na-na-na-na-na) What you gonna do, where you gonna go When nothing gets you in the mood? Watch the summer fade away I need some time and you need some time And time's all we got to lose I don't think I can take it If you find somebody (Na-na-na-na-na) Baby, I don't wanna know (Na-na-na-na-na) If you love somebody (Na-na-na-na-na) Never let, never let them go (Na-na-na-na-na) If you find somebody (Na-na-na-na-na) Baby, I don't wanna know (Na-na-na-na-na) If you love somebody (Na-na-na-na-na) Never let, never let them go (Na-na-na-na-na) Watch the summer fade away (I get the feeling, we're just repeating) Watch the summer fade away (I get the feeling, we're just repeating) If you find somebody (Watch the summer fade away) Baby, I don't wanna know (I get the feeling, we're just repeating) If you love somebody (Watch the summer fade away) Never let, never let them go (I get the feeling, we're just repeating)",64,5bB44dDIsNlLs2vRUMsrWd,Summer Fade (feat. Anna of the North),2019-08-28,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.618,0.657,10,-5.176,1,0.0594,0.00378,0.0179,0.223,0.457,179.91299999999995,204711,en
3UILi4d1uxhm3Brl0x1sXI,Paradise,Nightro,"I wanna put the past behind and move away Love by the beach, No I won't waste another day Your glowing skin in this heat is my warm embrace Those enticing lips, I knew I found my sweet escape See through your eyes We intertwine My passion for you ignites See through your eyes We intertwine My passion for you ignites Feels like paradise Feels like paradise Feels like paradise I wanna put the past behind and move away Love by the beach, No I won't waste another day Your glowing skin in this heat is my warm embrace Those enticing lips, I found my sweet escape See through your eyes We intertwine My passion for you ignites See through your eyes We intertwine My passion for you ignites Feels like paradise Feels like paradise Feels like paradise See through your eyes We intertwine My passion for you ignites See through your eyes We intertwine My passion for you ignites Feels like paradise",18,79ZRO9uP523CVgjKmufwpy,Paradise,2019-08-23,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.451,0.888,1,-4.05,0,0.34700000000000003,0.0832,0,0.138,0.565,148.805,156867,en
3uiMBldZ07pW0ySHDX5gzE,Silly Love Songs - Remastered 2014,Wings,"You'd think that people would've had enough of silly love songs But I look around me, and I see it isn't so Some people want to fill the world with silly love songs And what's wrong with that? I'd like to know, 'cause here I go again I love you I love you I love you I love you I can't explain, the feeling's plain to me (I love you) Now can't you see? Ah, she gave me more, she gave it all to me (I love you) Now can't you see? What's wrong with that? I need to know, 'cause here I go again I love you, I love you Love doesn't come in a minute Sometimes it doesn't come at all I only know that when I'm in it It isn't silly, love isn't silly, love isn't silly at all How can I tell you about my loved one? How can I tell you about my loved one? How can I tell you about my loved one? (I love you) How can I tell you about my loved one? (I love you) I love you I love you I love you (I can't explain, the feeling's plain to me, say, can't you see?) I love you (Ah, he gave me more, he gave it all to me, say, can't you see?) I love you (I can't explain, the feeling's plain to me Say, can't you see?) (How can I tell you about my loved one?) I love you (Ah, he gave me more, he gave it all to me Say, can't you see?) I love you (I can't explain, the feeling's plain to me Say, can't you see?) {How can I tell you about my loved one?} I love you (Ah, he gave me more, he gave it all to me Say, can't you see?) {How can I tell you about my loved one?} I love you (I can't explain, the feeling's plain to me Say, can't you see?) {How can I tell you about my loved one?} I love you (Ah, he gave me more, he gave it all to me Say, can't you see?) {How can I tell you about my loved one?} You'd think that people would've had enough of silly love songs But I look around me and I see it isn't so, oh, no Some people want to fill the world with silly love songs And what's wrong with that?",53,3eN0kcFvDvdpjAvv1qZa4D,At The Speed Of Sound (Deluxe / Remastered),1976-03-25,The Black Album,0KNLLunbFh9XgitPMOGmQg,rock,album rock,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,354240,en
3uiQZlSlSDRduWLFBTSEot,Don't Start Now - Kungs Remix,Dua Lipa,"If you don't wanna see me Did a full 180, crazy Thinking 'bout the way I was Did the heartbreak change me? Maybe But look at where I ended up I'm all good already So moved on, it's scary I'm not where you left me at all, so If you don't wanna see me dancing with somebody If you wanna believe that anything could stop me Don't show up, don't come out Don't start caring about me now Walk away, you know how Don't start caring about me now Aren't you the guy who tried to Hurt me with the word ""goodbye""? Though it took some time to survive you I'm better on the other side I'm all good already So moved on, it's scary I'm not where you left me at all, so If you don't wanna see me dancing with somebody If you wanna believe that anything could stop me (Don't, don't, don't) Don't show up, don't come out Don't start caring about me now Walk away, you know how Don't start caring about me now ('Bout me now, 'bout me) Up, up Don't come out, out, out Don't show up, up, up Don't start now (Oh) Up, up Don't come out, out I'm not where you left me at all, so If you don't wanna see me dancing with somebody If you wanna believe that anything could stop me Don't show up (Don't show up), don't come out (Don't come out) Don't start caring about me now ('Bout me now) Walk away (Walk away), you know how (You know how) Don't start caring about me now (So) Up, up Don't come out, out, out Don't show up, up, up Walk away, walk away (So) Up, up Don't come out, out, out Don't show up, up, up Walk away, walk away, oh",65,4mzsZJ8apTlyqRRJgJcFY9,Don't Start Now (Kungs Remix),2019-12-18,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.664,0.6990000000000001,11,-7.115,0,0.27,0.0352,0,0.0612,0.252,122.019,216256,en
3uJsg8xIH7OpWHxuJaMLJX,Ride Or Die (feat. Foster The People),The Knocks,"Maybe it's nice to be alone in the end You know I'm fine living so close to the edge Who needs a house when I've got all these friends? They say: ""Are you gonna give up some day?"" ""Are you gonna grow up some day?""Ooh I know we're getting older but that don't mean it's over Ooh I know we're getting sober but that's not on my mind We can do this every night You can be my ride or die And we can live this way every day Go out like dynamite, I'm living life, ride or die Gonna live this way every day Live, life, live, ride or die Live, life, live, ride or die Don't need a license when you've got no drive It feels so right taking the wrong advice They tell me one day that I'll pay the price They saying: ""Maybe I'll go up in flames"" ""Maybe it'll blow up one day""Ooh I know we're getting older but that don't mean it's over Ooh I know we're getting sober but that's not on my mind We can do this every night You can be my ride or die And we can live this way every day Go out like dynamite, I'm living life, ride or die Gonna live this way every day Live, life, live, ride or die Live, life, live, ride or die I know we're getting older but that don't mean it's over Ooh I know we're getting sober but that's not on my mind We can do this every night You can be my ride or die And we can live this way every day Go out like dynamite, I'm living life, ride or die Gonna live this way every day We can do this every night You can be my ride or die And we can live this way every day Go out like dynamite, I'm living life, ride or die Gonna live my life, live my life Live, life, live, ride or die Live, life, live, ride or die",62,4NSPREWQ2t8VdRGqK45UkD,Ride Or Die (feat. Foster The People),2018-03-09,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.648,0.75,0,-3.248,1,0.0335,0.0609,4.41e-6,0.104,0.556,105.03,242035,en
3UJwEvKPrRKdrFRFpfj8Cw,Go Ill,Vanilla Ice,"Get on up...i walk the beat and walk it with clarity I wanna' make sure all's hearing me Ducks who's bumming, I found your hide away I'm livin' large y'all so by the way Who rocks the crowd and rocks it loud On the street, y'all, I'm taking bows now Kicking up lyrics that others want to rock to Rock like me, y'all, this you can't do The v, the a, the n, the i, the illa y'all It's vanilla Go ill, go ill, get on up, go ill, go ill, get on up Go ill, go ill, get on up, go ill, go ill, get on up Hold on girl, let your feet move free Cause you move to the groove of vanilla I-C-E You come here to rock and let the white boy rap If you're a ho, get off my lap Cause ice stands for being so cold That's a nickname I got for being so bold Jerome stands for M.P.A My personal assistant, every day I'm not an MC who come here to play Yo, boy, I'm serious, I'm going all the way Rhymes are clean, there's no need to be ill And when I'm on the mic, I let 'em all spill I rock the mic like I'm a fanatic When I see one, I got to have it I'll whip up a sound that'll burst your eardrum What you going to do? don't you play dumb Busy like Kizzy, keep groovin' like Rubin Don't care what you do, just keep movin' Shaking your limbs until they wear thin I make your butt shake just watch the boy grin Simple like Simon, with ice rhymin' Some MC's faking it, but I'm the diamond I'm the rhyme doctor, always on call You watch your fries, boy, or I'mma take yours Start freaking and move that hip girl Get in the mood and don't you quit Smooth as slime, king rhyme Rock it boy, cause it's a crime I'll make you scream like you're in between When I'm on the mic, yes I'm the king Cause I'm hungry as a dog, I'll eat up My rhymes are running, don't interrupt I'm a throne overtaker, not an MC faker I like my coffee, but I can't stand Sanka",15,1LHacvoBTd7o2d7wwQ9EZD,To The Extreme,1990-01-01,New Jack Swing | The Best 👌,3m4z6komWDtKly3Q1FvFmN,r&b,new jack swing,0.825,0.892,8,-9.872,0,0.0907,0.00796,0,0.0381,0.799,107.993,298027,en
3UL2lHZvjjPEHzwsnqO00v,Adios,Kim Viera,"Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios I don't carry feelings Cuz that's just too much weight for me And you ain't even know it That you was gettin gold for free (oh) No I ain't waitin for ya call, no more I see the writing on the wall, no code If you hit the gas you wouldn't stall And I ain't fuckin witcha not at all I got my hair done, nails done Everything good Keep my body tight, on sight Cause I'm too good ya know Cause I'm too good for ya Be all up In ya feels When ya see Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Nothin basic over here fuck what you heard You gotta work for it And if can't get on my wave Get off the surfboard It's nothing personal You should know just how it go When I hit you wit a savage wave like Adios Wassup wit that check though? Do you got a trust fund? Yeah my price has gone up Since I got my butt done Sorry I'm on tour honey Competition scores bummy Droptop in that Porsche dummy But I want to spend your money Please open the door for me Ass shaken out my shorts hungry Bonnie hittin George for me Make my back so sore honey But be careful though You know I keep that fort on me Photoshoots, interviews Even at the awards dummy (Cuban) Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Baby adios Baby adios Baby adios Baby adios Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Me and my girls with the top down, paint the town red Ain't worried boutcha cuz I got my own bread If you ain't on my wave like a radio Ima hit you with a wave baby adios Baby adios Baby adios Baby adios Baby adios",39,0ISSpToY9pWlRxvX2nnus5,Adios,2019-12-06,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.593,0.8,0,-3.077,1,0.0621,0.35700000000000004,0,0.101,0.7809999999999999,175.94099999999997,215104,en
3ulPX3lyADhCnIaxJv8nxv,Fat Bottomed Girls,Queen,"Are you gonna take me home tonight? Oh, down beside that red firelight? Are you gonna let it all hang out? Fat bottomed girls, you make the rockin' world go 'round Hey!I was just a skinny lad, never knew no good from bad But I knew life before I left my nursery, huh Left alone with big fat Fanny, she was such a naughty nanny Hey, big woman, you made a bad boy out of me Hey, hey Woo! I've been singing with my band, 'cross the water, 'cross the land I've seen every blue eyed floozy on the way But their beauty and their style went kinda smooth after a while Take me to them dirty ladies every time Come on Oh, won't you take me home tonight Oh, down beside your red firelight? Oh, and you give it all you got Fat bottomed girls, you make the rockin' world go 'round Fat bottomed girls, you make the rockin' world go 'round Hey, listen here Now your mortgages and homes, I got stiffness in the bones Ain't no beauty queens in this locality, I tell you Oh, but I still get my pleasure, still got my greatest treasure Hey, big woman, you gonna make a big man of me Now, get this (Oh, I know) Are you gonna take me home tonight? (Please) Oh, down beside that red firelight? Are you gonna let it all hang out? Fat bottomed girls, you make the rockin' world go 'round (Yeah) Fat bottomed girls, you make the rockin' world go 'round Get on your bikes and ride! Ooh, yeah Oh, yeah Them fat bottomed girls (Fat bottomed girls) Yeah, yeah, yeah Alright, ride 'em cowboy (Fat bottomed girls) Yes, yes!",41,2vDNi8F9UpSCaBHeKQ3nzh,Greatest Hits,1981-10-26,80s / Classic Rock,29dTrOurPDrMcrnio2q6hZ,rock,classic rock,0.327,0.645,7,-10.159,1,0.0439,0.0466,2.98e-5,0.307,0.43,89.32799999999997,255667,en
